Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Đắk Nông,00001438,Quan Khánh Toàn,7.4,3.0,2.2,,,,,,
Bà Rịa – Vũng Tàu,00001439,Danh Chấn Khang,6.2,2.8,6.4,,,,,,
Hưng Yên,00001440,Tôn Gia Bảo,2.8,3.0,7.6,,,,,,
Cà Mau,00001441,Ngô Anh Tiến,9.4,2.4,6.2,,,,,,
Nam Định,00001442,Thiều Hoàng Kim,7.6,2.0,7.4,,,,,,
Cần Thơ,00001443,Sơn Chấn Hưng,8.4,10.0,7.8,8.0,,,,,
Bắc Kạn,00001444,Nghiêm Gia Mẫn,8.4,9.0,5.4,,,,,,
Hòa Bình,00001445,Lương Kim Hà,3.0,5.0,9.0,2.8,,,,,
Bình Thuận,00001446,Võ Thu Giang,9.4,6.6,8.6,,,,,,
Đà Nẵng,00001447,Lý Minh Phú,3.8,7.0,7.8,,,,,,
Khánh Hòa,00001448,Lục Hoàng Vinh,5.6,5.6,8.0,,,,,,
Cao Bằng,00001449,Chế Tú Nhi,4.2,3.2,3.8,,,,9.0,,
Đà Nẵng,00001450,Khổng Thế Anh,9.6,5.4,4.0,,,,,,
Hà Tĩnh,00001451,Mạc Văn Tài,9.6,6.8,6.2,,,,,,
Hà Nam,00001452,Mai Kim Thanh,2.6,3.0,8.2,,,,,,
Tuyên Quang,00001453,Mạch Bảo Lộc,5.4,3.8,9.8,,,,,,
Điện Biên,00001454,Đặng Hồng Đào,10.0,6.0,2.8,,,,,,
Thừa Thiên Huế,00001455,Hoàng Tuyết Linh,8.4,2.4,8.4,,,,,,
Bắc Giang,00001456,Hoàng Quốc Thắng,6.8,10.0,8.0,,,,,,
Hưng Yên,00001457,Chế Ánh Nhi,2.8,5.2,3.2,,,,,,
Lâm Đồng,00001458,Triệu Phước Thiện,8.0,4.2,3.6,,,,,,
Bắc Ninh,00001459,Sơn Tấn An,5.6,9.8,9.2,,,,,,
An Giang,00001460,Bạch Hoàng Phước,5.6,4.6,5.2,,,,,,
Hậu Giang,00001461,Hoàng Hoàng My,5.0,4.8,5.2,,,,,,
Hưng Yên,00001462,Thiều Minh Nguyệt,9.0,8.6,8.0,,,,,,1.2
Quảng Bình,00001463,Cù Văn Tú,5.8,2.8,2.2,,,,,,
Bình Định,00001464,Phương Ngọc Nghi,3.2,4.8,8.4,,,,,,
Vĩnh Phúc,00001465,Bùi Trúc Vy,7.0,3.2,7.2,,,,,,
Gia Lai,00001466,Trang Linh Nhi,9.6,5.0,6.0,,,,,,
Bắc Ninh,00001467,Hồ Quỳnh Trang,3.4,4.4,6.0,,,,,,
Lai Châu,00001468,Bùi Hoàng Thông,2.0,9.2,3.8,,7.4,,,,
Điện Biên,00001469,Cao Hữu Tài,3.6,9.8,8.0,,,,,,
Đắk Lắk,00001470,Mạch Ngọc Lan,8.0,7.8,9.0,,,,,,
Hòa Bình,00001471,Vũ Phú Vinh,8.0,4.6,10.0,,,,,,
Hải Dương,00001472,Lại Trí Đức,5.8,9.0,4.2,,,,,,
Sóc Trăng,00001473,Thi Văn Trọng,8.2,5.4,3.0,,,,,,
Đồng Tháp,00001474,Nguyễn Quang Trung,6.4,9.8,6.6,,,,,,
Sóc Trăng,00001475,Hồng Ngọc Phụng,4.2,5.8,7.8,,,,,,
Bình Thuận,00001476,Lương Như Quỳnh,4.4,6.8,8.0,,,,,,
Đắk Lắk,00001477,Vòng Thúy Hiền,9.0,4.4,4.8,,,,,0.8,
Bến Tre,00001478,Ninh Quốc Trí,9.8,9.0,10.0,,,,,,
Cần Thơ,00001479,Vũ Văn Thịnh,8.2,3.4,4.4,,,,,,
Hòa Bình,00001480,Đào Thanh Thanh,4.2,9.8,4.6,,,,,,
An Giang,00001481,Trương Phương Yến,2.8,2.4,6.2,,,,,,
Nghệ An,00001482,Cao Mẫn Nhi,6.0,9.0,6.8,,,,,,
An Giang,00001483,Đặng Thúy Hà,7.4,9.4,4.8,,,,,,
Hà Nội,00001484,Trình Mai Chi,9.4,8.2,9.0,,,,,,
Bình Phước,00001485,Tào Đình Khoa,5.0,4.2,8.0,,,,,,
Hậu Giang,00001486,Trầm Văn Phú,4.6,6.6,3.8,,,,,,
Hải Dương,00001487,Mạc Minh Hoàng,8.2,2.4,2.2,,,,,,
Bà Rịa – Vũng Tàu,00001488,Trần Anh Hiếu,2.2,7.2,9.4,,,,,,
Bắc Kạn,00001489,Tôn Mỹ An,6.6,2.8,2.4,,,,,,
Yên Bái,00001490,Tôn Thất Xuân Đức,2.6,7.0,3.2,,,,,,
Vĩnh Long,00001491,Thân Mai Khôi,5.6,2.8,7.4,,,,,,
Tuyên Quang,00001492,Thạch Như Quỳnh,2.8,7.8,4.2,,4.8,,,,
Vĩnh Long,00001493,Viên Bảo Anh,7.2,8.4,3.8,,,,,,
Thừa Thiên Huế,00001494,Kim Phú Lộc,3.6,9.0,6.8,,,,,,
Bình Định,00001495,Chế Hồng Ngọc,8.0,8.8,9.6,,,,,,
Long An,00001496,Chu Duy Khanh,5.4,7.0,9.8,,,,,,
Quảng Ngãi,00001497,Trịnh Phú Hưng,6.8,7.8,10.0,,,,,,
Bình Thuận,00001498,Đường Thu Thủy,5.6,4.4,5.0,,,,,,
Tiền Giang,00001499,Dư Hoài Phúc,7.8,3.4,6.4,,,,,,
Lào Cai,00001500,Lý Hoàng Vinh,6.0,8.0,7.4,,,,,,
Nghệ An,00001501,Châu Anh Thi,8.8,8.8,4.6,,,,,,
Đắk Nông,00001502,Lai Thiên Phú,8.6,8.2,3.2,,,,,,
Trà Vinh,00001503,Lâm Khánh Chi,3.4,10.0,2.6,,,,,,
Long An,00001504,Lý Mỹ Trang,5.4,8.2,5.6,,,,,,
Đồng Tháp,00001505,Ninh Yến Phương,7.8,3.6,2.2,,,,,,
Hậu Giang,00001506,Phạm Ngọc Yến,5.4,4.6,9.4,,,,,,
Ninh Bình,00001507,Kiều Trung Tín,2.8,3.0,7.8,,,,,,
Hà Giang,00001508,Diệp Nam Khánh,7.2,8.0,3.2,,,,,,
Đồng Nai,00001509,Thái Thanh Như,6.0,6.6,5.8,,,,,,
Đắk Lắk,00001510,Nguyễn Tường Vy,5.8,3.6,7.6,,,,,,
Gia Lai,00001511,Đoàn Chí Tài,8.4,6.0,8.4,,,,,,
Bắc Ninh,00001512,Sơn Thành Đạt,9.0,6.8,8.0,,,,,,
Đà Nẵng,00001513,Lã Mộng Tuyền,4.8,9.2,10.0,,,,,,
Thanh Hóa,00001514,Ngô Ngọc Tiên,6.6,8.8,8.2,,,,,,
Bình Định,00001515,Tôn Nữ Tâm Nhi,2.2,5.4,4.0,,,,,,
Hậu Giang,00001516,Ninh Bảo Trúc,4.6,5.6,6.2,,,,,,
Thành phố Hồ Chí Minh,00001517,Trầm Thành Tài,7.8,4.6,3.0,,,,,,
Bắc Giang,00001518,Đậu Quỳnh Thy,4.8,7.6,2.4,,,,,,
Nghệ An,00001519,Trầm Quốc Kiệt,10.0,10.0,8.2,,,,,,
Sơn La,00001520,Ôn Minh Thành,7.2,9.4,8.6,,,,,,
Bạc Liêu,00001521,Tạ Phước Khang,5.0,7.4,3.2,,,,,,
Bắc Giang,00001522,Vũ Mỹ Phụng,8.0,3.6,9.0,,,,,,
Phú Thọ,00001523,Viên Công Hiếu,8.2,2.6,3.6,,,,,,
Đồng Nai,00001524,Lư Kim Hoàn,9.2,3.4,4.0,,,,,,
Thanh Hóa,00001525,Vi Anh Tài,7.8,5.2,5.8,,,,,,
Lâm Đồng,00001526,Võ Hoàng Thịnh,7.8,5.6,7.6,,,,,,
Bắc Kạn,00001527,Lâm Bình Minh,4.6,2.8,3.0,,,,,,
Tuyên Quang,00001528,Phan Linh Đan,8.4,7.2,6.4,,,,,,
Nghệ An,00001529,Hứa Ngọc Chi,9.6,7.4,3.8,,,,,,
Lai Châu,00001530,Triệu Gia Lộc,3.2,9.4,8.0,,,,,,
Nghệ An,00001531,Ngô Hữu Phát,5.4,2.8,8.6,,,,,,
Long An,00001532,Kim Ngọc Nguyên,7.4,9.0,8.6,,,,,,
Điện Biên,00001533,La Tiến Dũng,7.0,4.6,2.0,,,,,,
Hòa Bình,00001534,Lại Hoài Phương,7.8,8.8,8.0,,,,,,
Phú Yên,00001535,Tôn Thất Quốc Khang,7.0,8.0,2.4,,,,,,
Hậu Giang,00001536,Trần Thảo Minh,9.6,7.0,2.2,,,,,,
Thanh Hóa,00001537,Hồng Ngọc Khánh,5.0,5.0,9.2,,,,,,
Tiền Giang,00001538,Lương Phương Khánh,2.4,4.2,8.8,,,,,,
Quảng Ngãi,00001539,Chung Tấn Dũng,5.6,5.8,5.0,,,,,8.4,
Quảng Nam,00001540,Tôn Nữ Minh Uyên,5.8,3.8,2.4,,,,,,
Quảng Ngãi,00001541,Lữ Bích Hằng,2.0,8.6,3.8,,,,,,
Ninh Thuận,00001542,Lai Tiến Phúc,7.0,6.6,3.8,,,,,,
Đà Nẵng,00001543,Hàng Ái My,6.0,5.2,3.2,,,,,,
Quảng Trị,00001544,Bành Hiếu Nhân,8.2,6.4,9.4,,,,,,
Hải Dương,00001545,Dương Ngọc Ý,6.2,5.2,2.0,,,,,,
Lào Cai,00001546,Hứa Trí Dũng,5.0,6.2,8.8,,,,,,
Điện Biên,00001547,Lê Quốc Bảo,2.2,7.4,5.6,,,,,,
Bà Rịa – Vũng Tàu,00001548,Liêu Ngọc Vũ,9.8,8.0,9.8,,,,,,
Kiên Giang,00001549,Khổng Bảo An,7.2,9.0,9.4,,,,,,
Hậu Giang,00001550,Nguyễn Tấn Đức,7.0,5.0,8.2,,,,,,
Trà Vinh,00001551,Tôn Thiên Phúc,2.4,5.6,9.0,,,,,,
Bạc Liêu,00001552,Quách Thành Tân,2.0,5.2,7.8,,,,,,
Vĩnh Phúc,00001553,Trịnh Ngọc Liên,3.0,3.2,10.0,,,,,,
Vĩnh Phúc,00001554,Mai Thái Khang,9.2,2.8,4.6,,,,,,
Sơn La,00001555,Mạch Trúc Anh,7.2,4.0,8.4,,,,,,
Sơn La,00001556,Trần Xuân Trúc,2.2,5.8,3.0,,,,,,
Hưng Yên,00001557,Bành Bảo Trân,3.2,9.0,8.0,,3.8,,,,
Bình Thuận,00001558,Bành Kim Vy,8.8,4.8,5.6,,,,,,
Bến Tre,00001559,Kiều Gia Hân,3.8,7.2,8.4,,,,,,
Thành phố Hồ Chí Minh,00001560,Từ Mai Khôi,3.0,2.4,4.0,,,,,,
Bắc Giang,00001561,Hà Nhật Quỳnh,4.4,5.2,9.6,9.2,,,,,
Phú Yên,00001562,Vương Anh Tú,7.2,9.0,9.2,,,,,,
Hòa Bình,00001563,Mạc Minh Như,5.0,9.0,4.0,,,,,,
Lào Cai,00001564,Liêu Thảo Mi,7.2,3.4,2.8,,,,,,
Bạc Liêu,00001565,Trương Hồng Trúc,5.0,7.4,9.4,,,,,,
Bình Dương,00001566,Từ Thanh Nguyên,9.8,8.2,4.4,,,,,,
Quảng Bình,00001567,Trà Minh Khánh,7.2,5.0,3.0,,,,,,
Yên Bái,00001568,Trình Tiến Khoa,3.8,9.4,6.6,,,,,,
Nghệ An,00001569,Tô Huỳnh Trâm,2.6,6.6,7.0,,,,,,
Đồng Nai,00001570,Lê Hoài Ân,5.4,4.6,2.8,,,,,,
Bắc Ninh,00001571,Thái Trí Khang,5.6,7.6,2.4,,,,,,
Bình Dương,00001572,Giang Hồng Đức,9.0,5.2,4.8,,,,,,
Hòa Bình,00001573,Liêu Sơn Lâm,8.6,5.6,8.0,,,,,,
Lạng Sơn,00001574,Đinh Nam Anh,3.6,8.2,7.8,,,,,,
Thái Bình,00001575,Lương Huỳnh Như,3.6,4.4,6.4,,,,,,
Đà Nẵng,00001576,Lê Quốc Thiên,2.4,7.2,3.4,,,,,,
Cà Mau,00001577,Vi Ngọc Nhung,5.6,6.6,3.0,,,,,,
Bắc Kạn,00001578,Đỗ Hoàng Oanh,8.2,4.6,8.8,,,,,,
Hòa Bình,00001579,Nghiêm Hoài Thu,2.0,5.0,9.8,,,,,,
Lạng Sơn,00001580,Lại Hữu Vinh,3.2,2.6,2.2,,,,,,
Đồng Nai,00001581,Biện Phát Đạt,9.8,7.0,7.8,,,,,,
Thành phố Hồ Chí Minh,00001582,Từ Mỹ Uyên,6.2,6.8,7.2,,,,,,
Lâm Đồng,00001583,Tôn Nữ Tuấn Khải,7.4,3.0,6.4,,,,,,
Trà Vinh,00001584,Doãn Phương Hà,7.0,8.8,6.2,,,,,,
Thành phố Hồ Chí Minh,00001585,Trịnh Anh Trúc,7.6,9.6,3.6,,,5.2,8.0,,
Bắc Kạn,00001586,Diệp Đức Thiện,2.2,3.6,4.6,,,,,,
Khánh Hòa,00001587,Nhan Nguyên Khang,8.2,4.4,9.0,,4.6,,,,
Vĩnh Long,00001588,Thiều Phương Trúc,9.2,4.8,2.4,,6.8,,,,
Thái Nguyên,00001589,Thân Ngọc Ngân,7.4,5.2,8.0,,,,,,
Thái Nguyên,00001590,Lý Vũ Phong,3.0,10.0,5.6,,,,,,
Phú Yên,00001591,Nguyễn Khả Ái,3.2,5.8,4.0,2.0,,,,,
Trà Vinh,00001592,Đậu Ngọc Duy,2.2,2.2,8.4,,,,,,
Bình Dương,00001593,Nghiêm Văn Tiến,6.8,5.2,9.0,,,,,,
Phú Yên,00001594,Dương Thái Bình,6.2,8.2,7.2,,,,,,
Thanh Hóa,00001595,Lý Văn Phát,9.6,6.4,6.8,,,5.2,,,
Tây Ninh,00001596,Ngụy Bích Hằng,5.4,8.2,9.0,0.4,,,,,
Nam Định,00001597,Chu Nhật Quang,3.8,7.2,5.6,,,,,,
Tiền Giang,00001598,Sơn Tấn Đạt,9.6,2.2,8.0,,,,,,
Hưng Yên,00001599,Tô Mai Linh,4.2,2.6,3.6,,,,,,
Hà Giang,00001600,Kim Ánh Dương,6.4,2.2,2.4,,,,,,
Hà Nội,00001601,Kiều Hoàng Bách,8.4,4.8,4.6,,,,,,
Cao Bằng,00001602,Tất Nguyên Bảo,9.4,4.0,7.8,,,,,,7.2
Bắc Kạn,00001603,La Duy Hưng,7.8,3.8,9.4,,,,,,
Thái Nguyên,00001604,Bạch Tiến Phát,6.8,9.8,9.8,,,,,,
Tây Ninh,00001605,Thiều Phương Thúy,6.4,7.6,3.0,,,,,,
Lào Cai,00001606,Trầm Thiên Ngọc,9.0,2.0,3.0,,,,,,
Thừa Thiên Huế,00001607,Phùng Nhã Trân,9.2,4.2,2.0,,,,,,
Hòa Bình,00001608,Lư Hữu Thọ,6.6,9.2,2.4,,,,,,
Bến Tre,00001609,Quách Phương My,9.4,6.8,9.8,,,,,,
Bình Thuận,00001610,Đồng Hiếu Thảo,8.0,6.0,9.2,,,,,,
Bình Định,00001611,Lại Thanh Kiều,3.4,4.2,9.4,,,,,,
Hà Tĩnh,00001612,Lý Bảo Vy,7.6,5.4,9.6,,,,,,
Khánh Hòa,00001613,Lâm Kim Hương,9.8,3.2,2.0,,,,,,
Ninh Bình,00001614,Đường Thanh Phát,7.8,2.6,2.8,,,,,,
Quảng Trị,00001615,Lại Ngọc Tú,9.8,8.8,8.8,,,,,,
Yên Bái,00001616,Nguyễn Thanh Bình,2.8,9.2,5.8,,,,,,
Hà Tĩnh,00001617,Mã Chấn Phong,7.8,6.8,6.6,,,,,,
Thành phố Hồ Chí Minh,00001618,Kim Anh Kỳ,8.0,8.6,3.2,,,,,,
Lâm Đồng,00001619,Kiều Thái Hòa,6.4,4.0,5.0,,,,,,
Đắk Nông,00001620,Tô Khánh Hân,4.2,2.0,9.2,,,,,,
Ninh Bình,00001621,Vương Quốc Nam,3.4,6.6,6.2,,,,,,
Yên Bái,00001622,Trà Khánh Tiên,3.6,6.4,9.4,,,,,,
Tuyên Quang,00001623,Vòng Lan Anh,4.4,2.2,8.6,,,,,,
Cà Mau,00001624,Lai Hoàng Anh,3.8,6.8,6.6,,,,,,
Bà Rịa – Vũng Tàu,00001625,Đỗ Thu Huyền,3.2,5.4,2.0,,,,,,
Vĩnh Long,00001626,Nhan Minh Nhựt,2.2,2.2,2.6,,,,,,
Lai Châu,00001627,Lữ Ngọc Loan,8.0,9.0,7.2,,2.4,,,,
Quảng Trị,00001628,Triệu Thu Thủy,5.8,7.0,4.0,,,,,,
Quảng Ninh,00001629,Phùng Đức Trí,8.4,7.0,7.4,,,,,,
Quảng Nam,00001630,Đậu Phương Dung,5.4,10.0,5.6,,,,,,
Đồng Nai,00001631,Hồ Văn Khoa,4.4,2.4,4.6,,,,,,
Bình Định,00001632,Tôn Nữ Uyển Nghi,4.4,7.6,5.0,,,,,,
Kon Tum,00001633,Viên Văn Nam,4.0,2.2,4.0,,,,,,
Thừa Thiên Huế,00001634,Liêu Minh Trường,9.6,2.2,3.0,,,,,,
Tây Ninh,00001635,Lục Thùy Linh,6.2,2.2,5.6,,,,,,
Quảng Bình,00001636,Lã Bảo Minh,7.4,6.6,9.0,,,,,,
Quảng Ninh,00001637,Nhan Cẩm Tú,6.0,7.2,6.0,,,,,,
Bắc Giang,00001638,Trang Toàn Thắng,5.8,2.0,9.2,,,,,,
Bình Thuận,00001639,Văn Đan Thanh,7.0,3.0,8.8,,,,,,
Hậu Giang,00001640,Trà Hoàng Phát,9.2,6.2,4.8,,,,,,
Hải Phòng,00001641,Kiều Thái Bảo,6.8,8.2,5.0,,,,,,
Bình Phước,00001642,Bùi Ngọc Hồng,7.4,8.4,5.8,,,,,,
Quảng Ngãi,00001643,Quan Thiên Trúc,10.0,3.4,4.8,,,,,,
Bến Tre,00001644,Tôn Thất Ngọc Tú,5.0,9.6,5.8,,,,,,
Kon Tum,00001645,Tôn Gia Phúc,6.6,3.4,9.6,,,,,,
Ninh Bình,00001646,Thạch Quỳnh Vy,7.6,6.2,4.4,,,,,,
Trà Vinh,00001647,Chế Mỹ Hạnh,4.2,3.8,4.0,,0.8,,,8.0,
Bến Tre,00001648,Tôn Thất Anh Thái,3.8,5.0,7.6,,,,,,
Đắk Nông,00001649,Đậu Mai An,8.2,7.6,8.8,,,,,,
Phú Thọ,00001650,Vi Thùy Dương,8.0,4.0,6.8,,,,,,
Nghệ An,00001651,Phan Lan Nhi,9.8,4.8,4.6,,,,,,6.2
Kon Tum,00001652,Đồng Bích Hằng,2.4,6.6,6.4,,,,,,
Cà Mau,00001653,Nghiêm Phương Anh,9.0,3.8,3.0,,,,,,
Lào Cai,00001654,Giang Mỹ Liên,6.8,4.4,6.4,,,,,,
Nam Định,00001655,Phan Thanh Thùy,3.6,8.4,5.8,,,,,,
Phú Thọ,00001656,Lưu Nhã Thy,4.2,4.0,3.2,,,,,,
Quảng Ninh,00001657,Ngô Tiến Thịnh,6.0,6.4,5.2,,,,,,5.8
Quảng Ngãi,00001658,Tào Nhã Linh,2.6,9.6,5.4,,,,,,
Bà Rịa – Vũng Tàu,00001659,Tống Bảo Chi,2.8,4.2,2.4,0.0,,,,,
Quảng Ngãi,00001660,Đinh Kỳ Nam,5.2,9.8,3.0,,,,,,
Hưng Yên,00001661,Nhan Ngọc Châu,6.2,6.2,4.0,,,,,,
Hải Dương,00001662,Hàng Kim Yến,5.2,5.2,4.0,,,,,,
Đồng Nai,00001663,Cù Anh Đào,5.8,8.8,4.8,,,,,,
Đà Nẵng,00001664,Dư Thiên Trường,2.4,2.6,4.6,,,,,,
Bình Dương,00001665,Tống Việt Hưng,9.8,8.8,9.0,,,,,,
Thái Nguyên,00001666,Vòng Tuấn Hưng,8.4,9.4,2.8,,,,,,
Thái Bình,00001667,Tạ Hưng Thịnh,5.0,3.0,2.0,,,,,,
Thái Bình,00001668,Vòng Kim Duyên,9.2,9.0,2.2,,,,,,
Cà Mau,00001669,Dương Yến Ngọc,6.0,2.0,5.8,,,,,,
Hải Phòng,00001670,Khổng Hồng Đức,4.8,8.8,6.8,,,,,,
Kiên Giang,00001671,Viên Hữu Đức,7.8,2.6,6.6,,,,,,
Thành phố Hồ Chí Minh,00001672,Thi Thiên Long,2.0,2.4,5.0,,,,,,
Bình Phước,00001673,Đào Ngọc Thuận,7.8,5.6,4.8,,9.2,,,,
Lạng Sơn,00001674,Ngô Kim Thùy,5.8,5.6,3.8,,,,,,8.4
Đắk Nông,00001675,Lai Bảo Phúc,6.2,8.6,9.2,,,,,,
Đồng Nai,00001676,Vi Bích Châu,4.8,9.6,7.0,,,,,,
Hưng Yên,00001677,Trương Hồng Quân,3.8,6.6,3.8,,,,,,
Nam Định,00001678,Hồ Hạnh Nguyên,6.6,6.4,9.8,,,,,,
Tây Ninh,00001679,Liêu Thục Uyên,5.6,6.8,2.6,,,,,,
Hà Nam,00001680,Ngụy Mỹ Chi,7.6,10.0,2.2,,,,,,
Gia Lai,00001681,Đậu Nhã Vy,2.8,9.6,2.2,,,,,,
Hòa Bình,00001682,Kim Tường Lam,9.4,3.0,2.2,,,,,,
Bình Thuận,00001683,Quách Mỹ Huyền,6.4,3.2,5.2,,,,,,
Điện Biên,00001684,Trầm An Nhiên,9.2,5.0,7.4,,,,,,
Bà Rịa – Vũng Tàu,00001685,Mã Gia Ngọc,5.6,7.8,6.4,,,,,,
Cao Bằng,00001686,Mai Phước Sang,4.6,5.8,3.0,,,,,,
Hòa Bình,00001687,Lã Thanh Ngọc,3.0,8.6,9.0,,,,,,
Tiền Giang,00001688,Dương Hồng Minh,9.8,2.0,2.8,,,,,,
Ninh Thuận,00001689,Tào Anh Khôi,3.2,6.6,5.6,,,,,,
Đắk Lắk,00001690,Cao Ngọc Thiện,5.2,3.4,2.6,,,,,,
Cao Bằng,00001691,Tạ Uyên Thảo,7.0,10.0,3.8,,,,,,
Đắk Nông,00001692,Phù Minh Đan,6.4,9.4,3.0,,,,,,
Lâm Đồng,00001693,Bùi Lê Huy,4.6,5.4,6.0,,,,,,
Long An,00001694,Trịnh Bích Thủy,4.2,2.2,7.2,,,,,,
Thừa Thiên Huế,00001695,Thân Thanh Tâm,5.2,5.0,7.2,,,,,,
Hà Tĩnh,00001696,Hoàng Xuân Thắng,2.6,4.6,5.0,,,,,,
Cần Thơ,00001697,Trầm Tú Vy,2.0,9.0,6.8,,,,,,
Phú Yên,00001698,Lục Minh Hà,4.6,5.8,6.2,7.4,,,,,
Sơn La,00001699,Tào Dạ Thảo,6.0,5.6,9.8,,,,,,
Long An,00001700,Ngô Thái Khang,5.2,5.8,2.6,,,,,,5.4
Lạng Sơn,00001701,Lữ Thái Nguyên,9.8,2.0,7.4,,,,,7.2,
Đắk Lắk,00001702,Viên Hải Anh,5.2,2.8,5.8,,,,,,
Yên Bái,00001703,Lý Bảo Hà,3.8,4.8,3.0,,,,,,
Hà Giang,00001704,Quan Tuấn Hưng,10.0,5.6,3.6,,,,,,
Thanh Hóa,00001705,Lương Đình Nam,4.2,7.4,6.0,,,,,,
Sơn La,00001706,Ninh Minh Vương,4.0,9.8,7.6,,,,,,
Hà Tĩnh,00001707,Vương Minh Trâm,8.2,5.4,9.6,,,,,,
Điện Biên,00001708,Lai Tấn Kiệt,2.2,2.0,7.6,,,,,,
Ninh Thuận,00001709,Giang Đình Trí,4.0,2.0,9.0,,,,,,
Đắk Lắk,00001710,Đoàn Văn Cường,4.2,9.0,6.6,,,,,,
Tuyên Quang,00001711,Lương Gia Phong,10.0,3.4,7.2,,,3.4,,,
Đà Nẵng,00001712,Chế Kim Tuyền,2.8,5.8,8.0,,,,,,
Hà Tĩnh,00001713,Vương Thủy Trúc,3.4,3.6,6.8,,,,,,
Quảng Trị,00001714,Mạch Gia An,7.6,4.0,3.2,,,,,,
Quảng Bình,00001715,Dư Tuệ Minh,7.8,6.6,4.4,,,,,,
Sóc Trăng,00001716,Chu Minh Thư,10.0,7.0,3.8,,,,,,
Đắk Lắk,00001717,Thạch Tâm Đoan,4.4,9.0,7.0,,,,,,
Đồng Nai,00001718,Phạm Thanh Tú,6.0,5.4,4.6,,,,,,
Cà Mau,00001719,Nguyễn Ý Nhi,4.4,3.0,6.4,,,,,,
Lâm Đồng,00001720,Vi Gia Huy,6.2,4.6,5.6,,,,,,
Sơn La,00001721,Trình Quỳnh Trâm,10.0,4.6,8.0,,,,,,
Hậu Giang,00001722,Thiều Thiên Trang,3.0,8.4,3.6,,,,,,
Nghệ An,00001723,Triệu Quốc Hùng,6.2,3.6,3.4,,,,,,
Thanh Hóa,00001724,Lê Minh Khoa,8.4,4.8,6.6,,,,,,
Khánh Hòa,00001725,Huỳnh Minh Trâm,4.0,6.2,7.6,,,,,,
Thừa Thiên Huế,00001726,Ngụy Bình Minh,9.2,4.2,7.8,,2.4,,,,
Bình Thuận,00001727,Liêu Mai Trâm,3.4,6.8,2.6,,,,,,
Bắc Giang,00001728,Bạch Ngọc Khang,5.8,2.0,10.0,,,,,,
Bình Định,00001729,Vòng Hồng Lam,6.0,3.2,3.6,,,,,,
Quảng Ngãi,00001730,Thái Phước Khang,8.8,7.0,4.0,,,,,5.4,
Bình Dương,00001731,Mã Vĩnh Phú,8.8,7.8,5.2,,0.6,,,,
Sơn La,00001732,Bành Kim Nhi,3.4,8.4,2.8,,,,,,
An Giang,00001733,Châu Minh Trúc,2.0,5.2,10.0,,,,,,
Tây Ninh,00001734,Thái Thanh Hiền,2.6,4.4,9.8,,,,,,
Sóc Trăng,00001735,Trà Gia Thuận,8.6,3.0,7.6,,,,,,
Đồng Tháp,00001736,Lữ Quốc Phú,7.8,2.6,9.8,,,,,,
Quảng Trị,00001737,Trần Phát Tài,2.0,7.6,2.8,,,,,,
Bình Định,00001738,Trà Anh Quốc,6.4,8.8,7.8,,,,,,
Tây Ninh,00001739,Đường Hoàng Yến,7.2,6.6,7.8,,,,,,
Bắc Giang,00001740,Tào Thiên Bảo,6.0,4.2,5.4,,,,,,
An Giang,00001741,Hoàng Thảo Uyên,4.2,2.0,7.6,,,,,,
Cà Mau,00001742,Đường Công Vinh,7.6,6.2,8.0,2.4,,,,,
Lâm Đồng,00001743,Trần Đức Thiện,5.8,6.4,5.2,,,,,,
Hậu Giang,00001744,Chế Đức Khải,3.2,7.6,2.8,,,,,,
Phú Yên,00001745,Lâm Phát Tài,6.4,3.0,3.0,,,,1.6,,
Hà Tĩnh,00001746,Lại Mai Hân,5.6,6.6,7.4,,,,,,
Nam Định,00001747,Tôn Trúc Giang,7.4,2.6,9.0,,,,,,
Hải Dương,00001748,Phùng Đức Nhân,2.8,9.8,8.4,,,,,,
Cao Bằng,00001749,Từ Mỹ Quỳnh,5.2,8.0,4.6,,,,,,
Cao Bằng,00001750,Triệu Mỹ Liên,3.8,4.8,7.8,,,,,,
Phú Thọ,00001751,Đỗ Ngọc Dung,9.4,5.0,8.4,,,,,,
Vĩnh Phúc,00001752,Thiều Mai Lan,5.0,2.6,4.6,,,,,,
Nghệ An,00001753,Vũ Linh Đan,2.4,2.4,3.2,,,,,,
Sóc Trăng,00001754,Danh Mỹ Yến,4.6,8.0,5.2,,,,,,
Bình Định,00001755,Doãn Nhã Hân,3.6,5.0,8.4,,,,,,
Bình Định,00001756,Cù Ngọc Nga,2.6,8.2,4.6,,,,,,
Sóc Trăng,00001757,Danh Phú Vinh,6.6,6.2,2.4,,,,7.0,,
Kiên Giang,00001758,Lương Kim Thư,4.6,9.2,4.8,2.0,,,,,
Sơn La,00001759,Quan Hồng Sơn,2.8,4.2,5.8,,,,,,
An Giang,00001760,Phan Minh Ngọc,6.8,9.0,10.0,,,,,,
Lâm Đồng,00001761,Chu Mai Thy,5.6,5.8,5.6,,,,,,
Quảng Ngãi,00001762,Nhâm Xuân Trường,4.8,5.2,5.6,,,,,,
Lâm Đồng,00001763,Phạm Hữu Trọng,3.4,6.2,4.8,8.4,,,,,
Cao Bằng,00001764,Vi Anh Kiệt,3.2,3.6,2.6,,,,,2.6,
