Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Thành phố Hồ Chí Minh,00008570,Thiều Phương Yến,8.2,9.0,3.6,,,,,,
Tiền Giang,00008571,Vương Hữu Khang,3.4,2.4,3.6,,,8.6,,,
Quảng Ninh,00008572,Từ Minh Nhựt,7.2,3.4,7.2,,,,,,
Hậu Giang,00008573,Nhan Trúc Ngân,7.6,10.0,5.8,,,,2.4,,
Hải Dương,00008574,Vũ Thanh Nguyên,6.2,8.0,2.4,,3.2,,,,2.0
Tây Ninh,00008575,Mạc Anh Khôi,3.4,7.4,5.0,6.4,,8.0,,,
Thái Nguyên,00008576,Lữ Diễm Trinh,8.6,8.0,8.8,,8.0,,,,
Đắk Nông,00008577,Trà Tấn Phát,7.2,9.6,6.8,3.4,,,,,
Cao Bằng,00008578,Nhâm Khánh Hà,9.6,9.2,9.2,,,,,,
Bình Dương,00008579,Lai Kim Uyên,4.2,4.6,8.0,,,,,,
Yên Bái,00008580,Chung Khương Duy,5.8,4.8,10.0,,,,,,
Bạc Liêu,00008581,Lưu Phước Thiện,2.2,3.6,2.4,,,,,,
Lào Cai,00008582,Chung Long Nhật,6.2,7.2,2.6,,,,,,
Kiên Giang,00008583,Cao Thành Duy,8.8,6.2,7.6,,,,,,
Hòa Bình,00008584,Tào Thanh Thiên,3.2,8.0,5.0,,,,,,
Thành phố Hồ Chí Minh,00008585,Lữ An Bình,2.0,4.8,4.0,,,,,9.0,
Kiên Giang,00008586,Trần Tuấn Kha,7.2,9.0,7.8,,,,,,
Thái Bình,00008587,Tào Trang Anh,2.6,9.2,8.8,,,,,,
Lạng Sơn,00008588,Liêu Ánh Nguyệt,4.2,3.2,6.6,,,,,,
Kiên Giang,00008589,Mạc Bảo Khang,4.4,8.2,3.4,,,,,3.4,0.6
Long An,00008590,Lý Thùy Lâm,2.8,5.2,6.4,,,,,,
Kiên Giang,00008591,Ninh Thu Hương,2.2,4.8,8.4,,6.8,,,,
Đắk Lắk,00008592,Cao Quỳnh Mai,6.0,3.0,5.0,,,,,,
Bình Thuận,00008593,Biện Hải Anh,8.0,4.4,2.4,,,,,,
Bắc Kạn,00008594,Thái Bảo Hoàng,9.0,7.0,6.4,,,,,,
Nam Định,00008595,Nghiêm Lê Vy,2.0,7.2,8.2,9.0,,,,,
Đắk Nông,00008596,Thân Minh Nhựt,3.4,6.2,3.4,,,,,,
Hà Nội,00008597,Biện Khải Hoàn,5.4,4.0,9.2,,,,,,
Tuyên Quang,00008598,Thi Gia Yến,5.8,9.6,5.0,,,,5.0,,
Thái Nguyên,00008599,Trịnh Đình Khang,10.0,7.0,6.0,,,,,1.6,5.4
Ninh Thuận,00008600,Lại Nhựt Minh,6.2,3.0,10.0,,,,,,
Thái Bình,00008601,Tạ Kim Thúy,5.4,5.2,7.8,,,,,,
Đà Nẵng,00008602,Khưu Minh Ánh,4.8,9.2,3.8,,,,,,
Hà Giang,00008603,Ôn Trân Trân,5.4,7.8,8.2,,,,8.4,,
Đắk Lắk,00008604,Biện Mai An,4.2,9.8,5.4,,,,,,4.2
Đà Nẵng,00008605,Lữ Quốc Phong,5.0,5.0,10.0,,,,,,2.2
Nghệ An,00008606,Viên Yến Thy,4.0,9.2,5.2,,,,,,
Gia Lai,00008607,Hàng Thảo Ngọc,5.6,3.2,8.4,8.8,,,,,
Kon Tum,00008608,Liêu Thanh Phương,2.6,4.2,10.0,,,,,,
Kiên Giang,00008609,Hồng Thanh Bảo,4.8,3.4,6.2,,,,,,
Quảng Trị,00008610,Thân Phú Thành,3.8,6.4,4.0,6.6,,,,,
Hưng Yên,00008611,Nhan Quế Trân,5.2,2.8,6.8,,,,,,
Tây Ninh,00008612,Hà Gia Ân,8.4,3.0,2.6,,,,,,
Vĩnh Long,00008613,Từ Khánh Minh,7.8,6.0,3.6,,,,,,
Vĩnh Long,00008614,Vi Kim Anh,2.6,3.0,5.8,,0.0,,,,
Tuyên Quang,00008615,Hoàng Bảo Tiên,10.0,2.0,9.8,5.6,,,,,
Vĩnh Long,00008616,Lã Hoài An,4.2,5.8,6.2,,,,,,
Hậu Giang,00008617,Châu Thanh Giang,4.6,7.0,3.2,,,,,,
Cao Bằng,00008618,Cao Bảo An,7.0,4.8,7.6,3.4,9.0,,,,
Đồng Nai,00008619,Văn Duy Nam,6.4,4.0,9.4,,,,,,
Yên Bái,00008620,Ninh Hoàng Lam,8.0,8.6,2.0,,,,,,
Khánh Hòa,00008621,Hà Quế Anh,7.0,4.6,5.0,,2.8,,,,
Điện Biên,00008622,Trương Duy Minh,7.6,8.6,5.2,,,,,,
Tiền Giang,00008623,Trần Mỹ Anh,6.8,2.2,5.4,,,,,,
Bắc Giang,00008624,Kim Gia Tuệ,7.6,3.8,2.6,,,,,,
Bắc Kạn,00008625,Triệu Kim Uyên,3.4,8.8,9.0,,,,,,6.8
Cao Bằng,00008626,Kim Thục Anh,4.6,7.4,8.4,,,,,,5.2
Sóc Trăng,00008627,La Phương Trúc,4.6,6.2,3.0,0.0,,,,,
Lai Châu,00008628,Trình Lê Hoàng,5.8,2.2,9.0,,,,,,
Ninh Thuận,00008629,Đồng Thị Trang,3.0,5.4,7.2,,,,,,
Đồng Tháp,00008630,Phùng Gia Tường,4.6,10.0,6.6,,,9.0,,6.2,
Phú Yên,00008631,Phạm Phú Trọng,10.0,6.2,7.6,,3.4,,,,
Vĩnh Long,00008632,Lại Bảo Nghi,4.4,4.2,9.2,,,,,,
Hậu Giang,00008633,Trịnh Tuyết Nhi,6.6,3.4,2.8,,,,,,
Quảng Ninh,00008634,Hứa Kim Thành,3.2,7.6,8.0,,,,,1.6,
Lào Cai,00008635,Dương Chí Hào,3.2,5.4,8.0,,,,,9.2,
Ninh Bình,00008636,Ôn Phước An,8.2,2.4,8.8,,1.2,,,,
Cà Mau,00008637,Tô Tấn Huy,4.0,7.6,6.6,,,,,,
Điện Biên,00008638,Đường Lan Phương,8.0,4.2,3.4,,,,,,
Gia Lai,00008639,Tiêu San San,8.4,6.0,3.0,,,,,,
Yên Bái,00008640,Bùi Gia Nghĩa,5.8,3.8,9.0,,,,,,
Long An,00008641,Mạch An Khang,4.0,8.4,4.4,,,,,,
Nam Định,00008642,Chu Bảo Hưng,6.6,7.6,3.6,,,,,,
Ninh Bình,00008643,Ninh Tấn Đức,5.4,5.8,8.0,,,,,,
Lào Cai,00008644,Tạ Hồng Phương,5.2,6.0,6.4,,,,,,
Hậu Giang,00008645,Tôn Nữ Đức Nhân,5.0,9.2,5.2,,,,,,
Ninh Thuận,00008646,Hứa Bảo Minh,4.0,6.2,2.0,,,8.0,,,
Tuyên Quang,00008647,Viên Duy Khánh,10.0,10.0,2.2,,,,,,
Bà Rịa – Vũng Tàu,00008648,Ngụy Ngọc Thủy,5.2,4.0,4.6,,,,,,
Yên Bái,00008649,Giang Kim Linh,8.8,8.6,4.2,,0.8,,,6.6,
Quảng Ninh,00008650,Thi Tấn Khang,4.4,10.0,8.2,,,8.4,,,
Bình Dương,00008651,Đặng Mỹ Quỳnh,4.0,7.2,4.6,,,,,,
Sóc Trăng,00008652,Trà Trọng Phú,7.0,9.2,4.4,,,7.6,,,
Lào Cai,00008653,Doãn Hữu Phước,7.2,6.4,8.4,,,,,,
Thanh Hóa,00008654,Lê Đình Long,8.6,2.0,9.0,,,,,2.8,
Hậu Giang,00008655,Khổng Trường Thành,9.6,5.2,8.4,,,,,,
Long An,00008656,Thi Trường Thịnh,4.6,2.6,7.8,,,,,,
Bạc Liêu,00008657,Cao Thiên Di,8.2,5.2,10.0,,,5.8,,,
Kiên Giang,00008658,Chung Gia Linh,4.0,8.2,7.6,,,,,,
Kon Tum,00008659,Tiêu Việt Thành,8.4,6.0,8.4,,,,,,
Quảng Trị,00008660,Đỗ Đỗ Quyên,7.4,9.8,3.0,,,,,7.8,
Bến Tre,00008661,Liêu Minh Triết,7.2,6.8,6.2,,,,,,
Bắc Giang,00008662,Huỳnh Mỹ Hiền,7.8,8.8,6.4,,,,,,
Thanh Hóa,00008663,Vi Văn Toàn,4.2,3.0,6.0,,,,,,
Cà Mau,00008664,Lưu Nhật Lam,10.0,2.0,7.2,,,0.0,,,
Đắk Lắk,00008665,Cù Minh Khoa,7.0,5.0,8.4,,,,,,2.2
Hậu Giang,00008666,Lý Quốc Hùng,8.0,4.0,7.0,9.0,,,,,
Cao Bằng,00008667,Thái Thanh Hải,6.6,3.0,10.0,,,,,,
Nam Định,00008668,Ngụy Minh Thức,10.0,5.8,2.2,,,,,,
Quảng Ninh,00008669,Bành Gia Long,6.6,6.2,8.6,,,,,,
Hưng Yên,00008670,Nhan Hoàng Phi,2.4,7.0,9.4,,,,,,
Ninh Bình,00008671,Tôn Hoàng Việt,2.8,6.2,8.2,,,,,,
Phú Thọ,00008672,Tô Gia Uyên,2.4,8.2,6.4,,,0.4,,,
Thanh Hóa,00008673,Tôn Nhựt Minh,5.0,9.2,9.0,,,,,6.8,
Bình Dương,00008674,Nguyễn Nhật Phương,5.2,8.0,6.4,2.4,,,,,
Đồng Tháp,00008675,Doãn Gia Phát,9.8,6.8,3.4,,,,,,
Hà Tĩnh,00008676,Phùng Thái Hưng,4.6,6.0,5.4,,,,,8.2,
Sơn La,00008677,Sơn Chí Hào,4.0,6.4,7.8,,,,,,
Vĩnh Phúc,00008678,La Thị Thảo,9.2,5.0,8.0,,,,,,
Nam Định,00008679,Lý Bảo Ngọc,7.2,6.6,2.8,0.0,,,,,
Hà Tĩnh,00008680,Tôn Phương Ngọc,2.0,2.6,2.0,,,,,,
Phú Thọ,00008681,Đàm Hải An,4.4,4.2,3.4,,,,,,
Bình Định,00008682,Thái Thu Phương,6.8,9.4,2.6,,9.4,,,,
Hậu Giang,00008683,Khưu Hoàng Long,7.0,8.0,3.0,,,,,,
Phú Thọ,00008684,Trang Nhân Kiệt,7.6,5.2,3.4,,,4.0,0.2,,
Thái Bình,00008685,Lữ Minh Lộc,4.2,5.0,2.2,,,,,,
Cà Mau,00008686,Nhâm Trúc Phương,5.4,4.8,8.4,,7.6,,,,
Bình Dương,00008687,Trịnh Minh Tuyết,3.0,7.4,3.0,,,,,,
Đắk Nông,00008688,Tạ Đăng Nguyên,4.8,6.2,9.4,4.6,,,,,
Cà Mau,00008689,Đặng Xuân Bách,2.6,5.8,3.2,,,,,,
Bình Dương,00008690,Ngô Mẫn Nghi,7.4,9.4,5.8,,,,8.2,,
Thái Nguyên,00008691,Lữ Quang Hải,9.8,3.2,7.8,,,,,,
Thái Bình,00008692,Khổng Phương Vi,3.8,2.4,2.2,,,,,,
Hưng Yên,00008693,Hà Xuân Tùng,7.6,5.2,3.8,,,,9.0,,
Cà Mau,00008694,Danh Anh Kiệt,4.6,6.2,5.2,,,,,,
Tiền Giang,00008695,Tôn Nữ Trọng Phát,4.2,4.0,8.4,,2.4,,,,
Thành phố Hồ Chí Minh,00008696,Phù Minh Huyền,3.6,8.4,2.0,,,,,,
Nam Định,00008697,Trần Minh Đức,2.0,3.4,6.0,,,2.8,,,
Bình Định,00008698,Đồng Hoàng Dũng,3.6,3.4,9.2,,,,,,
Bình Định,00008699,Đoàn Ngọc Kim,9.0,4.2,3.8,,,,,9.2,
Điện Biên,00008700,Đoàn Duy Mạnh,9.2,5.6,4.4,,7.4,,,,
Cà Mau,00008701,Lã Quốc Thái,5.8,6.4,9.8,,,,,,
Bạc Liêu,00008702,Tất Thuận Phát,4.0,2.2,5.0,,,,,,
Ninh Bình,00008703,Phạm Đức Long,3.0,6.8,3.4,,,,,,
Tuyên Quang,00008704,Quách Lê Khanh,3.4,5.4,7.6,7.0,,,,,
Hậu Giang,00008705,Đào Minh Trúc,6.2,8.4,5.4,,,,,,
Phú Yên,00008706,Thi Uyên Linh,7.2,3.6,2.6,,,,,,4.4
Quảng Nam,00008707,Vũ Lan Thanh,9.8,4.2,4.6,,3.6,,,,
Vĩnh Phúc,00008708,Lại Thanh Phước,2.2,2.2,3.8,,,,,,
Tây Ninh,00008709,Diệp Đại Phúc,3.0,8.4,8.0,,,,,,
Kon Tum,00008710,Quan Hoàng Gia,7.4,5.8,3.6,,,,,,
Bình Thuận,00008711,Phùng Quỳnh Trang,4.0,9.4,6.2,,,,8.8,,
Tuyên Quang,00008712,Mã Nhật Trường,9.6,9.2,7.0,,,,,,
Sơn La,00008713,Hứa Anh Đào,2.6,5.2,3.4,,,,,,
Bắc Kạn,00008714,Quan Quang Trung,9.6,8.6,2.4,,,,,,
Bình Phước,00008715,Đường Thanh Thảo,5.4,3.2,7.6,,8.4,,,,
Ninh Thuận,00008716,Lại Đức Tâm,7.6,8.0,8.6,,,,,,
Lạng Sơn,00008717,Bành Cẩm Giang,8.6,3.0,5.8,,,,,,1.4
Bến Tre,00008718,Giang Thanh Bình,6.2,6.6,9.6,,,,,,
Nam Định,00008719,Hứa Kim Hiền,3.4,3.8,8.4,,,,,,
Long An,00008720,Âu Kim Hồng,4.2,9.8,6.6,,,,7.8,,
Hà Nam,00008721,Mã Thùy Vy,4.6,7.0,5.4,,,,,,
Kon Tum,00008722,Hồ Tuyết Trinh,8.2,2.6,6.8,4.8,,2.4,,,
Đắk Lắk,00008723,Chu Hữu Minh,3.2,4.0,5.2,9.2,,,,3.6,
Tây Ninh,00008724,Kiều Thành Trí,2.8,3.4,2.4,,,,,,
Hải Dương,00008725,Tào Hải An,6.2,5.4,4.4,,,,,,
Long An,00008726,Ninh Nhã Trân,5.2,8.0,3.6,,,,,,
Bình Định,00008727,Khổng Minh Trâm,4.0,2.8,6.2,,,,,,
Vĩnh Phúc,00008728,Kiều Hải Đăng,6.8,5.6,9.8,,,,,,
Bình Thuận,00008729,Tôn Như Phúc,3.6,7.0,3.2,,,,,,
Đắk Nông,00008730,Hứa Bảo Duy,8.6,2.0,3.6,,,,,,
Nam Định,00008731,Đào Nhã Kỳ,3.8,3.8,9.2,,,,,,
Đắk Nông,00008732,Lại Trọng Phú,7.0,6.8,7.2,,0.6,,,,
Trà Vinh,00008733,Từ Hoàng Dung,2.4,10.0,10.0,,,,,,
Tiền Giang,00008734,Vũ Tấn Kiệt,2.0,5.2,6.4,,,,,,
Bạc Liêu,00008735,Phù Thanh Hiền,7.0,3.4,7.6,,,,,,
Điện Biên,00008736,Vòng Kim Thy,7.4,8.6,9.4,0.0,,,,,
Vĩnh Long,00008737,Mai Văn Khang,7.4,7.8,7.2,,,,,,
Hưng Yên,00008738,Tôn Thất Minh Phú,3.4,8.8,2.4,,,,,9.0,
Bắc Giang,00008739,La Hoàng Thiên,6.8,8.2,7.6,,,9.6,,0.2,
Hà Tĩnh,00008740,Mã Khánh Nhi,8.4,8.0,6.2,,,,,,
Hậu Giang,00008741,Tôn Nữ Duy Quang,4.6,9.4,4.0,,,,,,
Ninh Thuận,00008742,Ngô Bảo Châu,8.0,4.4,7.2,,,,,,
Cà Mau,00008743,Bạch Hải Sơn,6.2,8.2,3.8,,,,,,
Bắc Kạn,00008744,Hàng Hữu Vinh,7.6,8.4,6.2,,,,,,
Hải Dương,00008745,Đỗ Khánh Trân,8.6,8.8,2.2,,,,,,
Bà Rịa – Vũng Tàu,00008746,Phan Phúc An,9.0,8.4,4.2,,,,,,
Bình Dương,00008747,Vũ Minh Phước,6.8,2.0,6.4,,,,,,
Đà Nẵng,00008748,Phạm Thúy Anh,8.6,3.4,10.0,,,,3.8,,
Thừa Thiên Huế,00008749,Diệp Trúc An,4.0,2.6,3.8,0.6,,,,,
Bình Dương,00008750,Liêu Anh Nguyên,9.8,5.2,7.0,,,,,,
Vĩnh Phúc,00008751,Phạm Huy Phong,8.8,8.0,6.0,,,,,,
Tây Ninh,00008752,Tôn Thất Hồng Phúc,8.2,8.0,7.6,,,3.0,,,
Quảng Nam,00008753,Lã Tấn Đạt,9.6,3.0,3.4,,,,,4.4,
Nghệ An,00008754,Thiều Văn Duy,5.4,5.0,5.6,,,,,,
Bến Tre,00008755,Hoàng Văn Nghĩa,8.0,2.8,2.6,,,,,,
Nghệ An,00008756,Trương Văn Hậu,6.2,8.2,3.0,,,,,,
Hòa Bình,00008757,Lục Trọng Đức,7.8,7.2,10.0,,,,9.0,,
Cao Bằng,00008758,Sơn Trọng Phát,4.0,7.6,5.6,,,8.6,9.8,,
Đắk Lắk,00008759,Ngụy Thái Khang,4.6,3.6,6.2,,,,,,
Thanh Hóa,00008760,Dương Tuệ Anh,3.2,6.0,7.2,,,,,,
Thành phố Hồ Chí Minh,00008761,Tôn Anh Dũng,6.2,3.4,6.2,,,,,,
Bình Thuận,00008762,Lý Phương Quyên,6.4,9.0,8.6,,,,,,
Nghệ An,00008763,Mạch Văn Đạt,7.6,8.8,3.6,6.6,,,,1.0,
Bình Dương,00008764,Nguyễn Khánh Băng,2.8,4.4,7.2,,,,,,
Thành phố Hồ Chí Minh,00008765,Trương Đức An,5.4,8.8,3.4,,,,,,
Lạng Sơn,00008766,Thi Anh Nguyên,7.2,5.6,2.0,,,,,,
Sóc Trăng,00008767,Lữ Quang Đại,2.8,3.4,4.0,,,,5.2,,
Phú Thọ,00008768,Hà Duy Phát,4.0,6.6,8.8,,,,,,4.4
Bình Phước,00008769,Khổng Như Bình,8.2,8.2,4.2,,,,,,
Hải Dương,00008770,Thiều Kim Dung,4.8,6.6,3.6,,,,,,
Lào Cai,00008771,Đinh Hoàng Lân,7.6,2.8,2.4,,,,,,
Bắc Giang,00008772,Nguyễn Đức Dũng,9.2,8.2,4.0,,,9.6,,,
Điện Biên,00008773,Ôn Hữu Minh,2.6,4.2,8.4,,,,,,
Bắc Ninh,00008774,Đỗ An Bình,5.8,2.8,8.2,,,,,,
Bà Rịa – Vũng Tàu,00008775,Thạch Mai Lan,8.6,7.2,6.8,,,,,,
Đắk Lắk,00008776,Dương Hữu Trí,8.4,7.8,5.2,,,,,,
Hòa Bình,00008777,Lã Thanh Hiền,6.2,6.8,6.0,,,,,,
Lai Châu,00008778,Tôn Thất Ngân Hà,7.6,7.2,7.2,,,,,,
Hà Giang,00008779,Danh Thanh Hiền,7.0,5.4,6.8,,,,,,
Sóc Trăng,00008780,Viên Phú An,9.0,2.4,2.2,,,0.0,,,
Gia Lai,00008781,Trà Hồng Thảo,3.6,5.8,5.2,,,,,,
Điện Biên,00008782,Trình Minh Hằng,7.6,5.0,5.4,,,,,,
Bình Thuận,00008783,Khổng Thảo Quyên,8.2,3.2,3.6,,,,,,
Hậu Giang,00008784,Phùng Thanh Trúc,9.6,7.2,4.6,,,,,,
Hòa Bình,00008785,Bùi Thanh Trường,7.8,2.0,3.8,5.6,,,,,
Nam Định,00008786,Ông Hồng Châu,5.8,4.0,6.4,,,7.8,,,
Hà Giang,00008787,Mạc Thu An,4.8,7.0,2.4,,,,,,
Đồng Tháp,00008788,Ngô Thanh Khang,3.4,4.2,7.8,,,,,,
Hòa Bình,00008789,Lý Thái Bảo,3.6,8.8,9.0,,,,,,
Hà Nam,00008790,Quách Hồng Hân,8.8,7.0,9.4,,,,,,
Lai Châu,00008791,Nghiêm Ngọc Vy,8.4,4.6,8.6,,,,,,
Tây Ninh,00008792,Biện Hùng Anh,3.0,2.2,8.4,,,,,,
Bến Tre,00008793,Lư Cát Tường,9.8,4.0,7.4,,,,,,
Hà Nội,00008794,Đường Hữu Phúc,9.0,2.8,8.8,6.0,,,,,
An Giang,00008795,Trịnh Thanh Nghi,5.4,5.4,9.8,,,,,,
Thừa Thiên Huế,00008796,Kim Thanh Thuận,3.8,6.8,2.4,,,,,,
Hà Nam,00008797,Lữ Thanh Dũng,9.6,4.2,4.2,,,,,,9.4
Cao Bằng,00008798,Ông Tuyết Ngọc,7.6,7.6,2.4,,,,,,
Hòa Bình,00008799,Mạch Hồng Phát,6.0,4.4,9.6,,,,,,
Phú Thọ,00008800,Đinh Đức Hải,3.4,2.2,9.6,,,,3.2,,
Trà Vinh,00008801,Nghiêm An Nhiên,4.6,7.6,2.2,,,,,,
Hòa Bình,00008802,Đậu Phước An,6.4,3.2,8.8,,,,,1.2,
Thanh Hóa,00008803,Bạch Khả Ái,8.0,9.6,3.0,,,,0.0,,
Cao Bằng,00008804,Giang Đức Tín,9.8,3.0,9.4,,8.8,,,,
Sóc Trăng,00008805,Hứa Quang Tiến,9.6,3.2,4.2,,,,,,
Hưng Yên,00008806,Doãn Bảo An,4.0,9.8,7.6,,3.2,,,,
Lào Cai,00008807,Hoàng Ngọc Tâm,9.4,2.4,8.4,,,,,,
Quảng Nam,00008808,Văn Như Thảo,3.4,5.8,7.8,,,,,,
Hải Dương,00008809,Phạm Nhật Linh,9.8,5.4,3.4,3.4,,,,,
Bến Tre,00008810,Văn Minh Hân,6.2,6.0,5.2,,,,,,
Yên Bái,00008811,Dương Tuyết Lan,3.4,4.6,5.8,,,,,,
Phú Yên,00008812,Đàm Phương Nga,7.0,2.2,3.4,,,,6.4,,
An Giang,00008813,Thạch Hữu Thịnh,2.4,2.0,5.8,,,1.0,,,
Phú Yên,00008814,Lý Thảo Ngọc,5.0,2.2,7.4,,,,,,
Ninh Bình,00008815,Chung Kim Anh,8.4,4.2,2.6,,5.2,,,,
Cà Mau,00008816,Chung Bảo Uyên,5.4,3.0,9.6,8.8,1.0,,,,
Hà Tĩnh,00008817,Bành Quế Anh,2.4,4.4,2.2,,,,,,
Yên Bái,00008818,Ngô Ngọc An,8.4,2.2,2.8,,,,,,
Ninh Thuận,00008819,Vòng Mỹ Khanh,4.6,9.2,9.4,1.4,,,,,
Kon Tum,00008820,Ngô Đông Nhi,5.2,5.0,4.4,7.8,,3.0,,,
Bình Thuận,00008821,Huỳnh Phú Cường,6.0,3.4,7.8,,0.8,,,,
Lai Châu,00008822,Lâm Thanh Thư,7.8,2.0,9.4,,,,,,
Vĩnh Phúc,00008823,Trình Phương Khánh,5.2,3.4,7.0,,2.4,,,,
Bình Thuận,00008824,Tiêu Bảo Minh,8.8,8.8,3.4,,,,,,4.2
Đắk Lắk,00008825,Thi Thiên Phúc,6.4,4.4,3.6,,,,,,0.6
Cần Thơ,00008826,Tăng Huyền Diệu,6.2,6.0,5.6,,,,,,
Cà Mau,00008827,Nhâm Trường Hải,5.6,8.2,5.2,,,,,,
Sơn La,00008828,Cao Kim Hằng,9.8,4.0,3.8,,,10.0,,,
Nam Định,00008829,Vương Ngân Giang,10.0,6.6,8.4,3.8,,,,,
Hòa Bình,00008830,Kiều Thu Nga,5.2,6.2,6.0,6.4,,,,,
Bình Phước,00008831,Lục Phương Thy,8.8,9.2,8.8,,,,,,
Bắc Kạn,00008832,Quan Hồng Hoa,5.2,9.8,6.4,,,,,,
Bình Phước,00008833,Trà Thu Phương,2.0,2.4,4.8,,,,,,
Bạc Liêu,00008834,Kim Thanh Tuyền,3.2,2.4,4.0,,,,,,
Thanh Hóa,00008835,Đào Bảo Duy,7.0,6.4,9.2,2.0,,,8.0,1.4,
Sơn La,00008836,Bành Quế Trân,9.2,2.4,5.2,,,,,,
Đắk Nông,00008837,La Hoàng Thắng,8.0,6.8,3.6,,,,,,
Cà Mau,00008838,Diệp Kiều Vy,2.0,9.2,6.2,,,,,,
Thái Bình,00008839,Cù Khả Ái,4.0,8.6,7.2,,,,,,
Vĩnh Phúc,00008840,Văn Ngọc Tuyền,9.4,3.2,3.2,,,,,,0.0
Quảng Nam,00008841,Hàng Thanh Phúc,6.8,4.4,2.8,,,,1.0,,
Sóc Trăng,00008842,Triệu Hữu Phát,7.2,4.4,8.0,,,,,,
Bà Rịa – Vũng Tàu,00008843,Giang Hiếu Nghĩa,7.0,6.0,3.6,,,,,,
Thái Bình,00008844,Đường Thúy Hiền,3.8,4.2,8.8,,,,,,
Bình Định,00008845,Thân Mẫn Nghi,7.4,2.0,3.6,0.4,,,6.8,,2.0
Thừa Thiên Huế,00008846,Trà Tú Trinh,4.8,8.0,7.2,,,,,,
Cao Bằng,00008847,Tất Nhật Hoàng,2.2,9.0,2.4,,,,,,
Yên Bái,00008848,Huỳnh Xuân Quang,3.2,7.0,5.2,,,,,,
Quảng Nam,00008849,Thân Thanh Hiền,7.6,5.6,4.6,,,,,,
Yên Bái,00008850,Phan Phương Trang,6.8,6.0,4.4,10.0,,,,5.8,
Lai Châu,00008851,Sơn Khang Thịnh,7.8,4.6,2.8,,,,,,4.8
Thừa Thiên Huế,00008852,Danh Đại Phát,6.4,8.0,9.2,,,,,,
Kon Tum,00008853,Lư Minh Đan,5.8,9.0,4.6,,,,,,
Tuyên Quang,00008854,Tôn Nữ Tâm Nhi,4.0,8.6,8.0,,,,8.8,,
Bình Định,00008855,Lâm Băng Tâm,5.4,9.8,3.2,,,,,,
Đắk Lắk,00008856,Huỳnh Anh Kỳ,4.0,3.0,7.4,,,,,,
Đà Nẵng,00008857,Tôn Chí Huy,6.0,4.0,2.0,,,,,,
Bà Rịa – Vũng Tàu,00008858,Chế Khánh Đan,7.8,10.0,3.0,,,,,,
Hà Giang,00008859,Lư Quốc Thuận,2.4,7.2,2.6,,,,,,
Thanh Hóa,00008860,Lưu Ngọc Hồng,3.0,2.0,4.0,,,,,,
Khánh Hòa,00008861,Hồng Ngọc Hiền,9.6,7.8,4.2,,,,,,1.8
Phú Thọ,00008862,Tạ Nguyên Khánh,6.4,3.0,9.6,,3.4,9.8,,,
Nam Định,00008863,Đồng Thanh Giang,7.8,2.2,7.8,,,,,,
Thanh Hóa,00008864,Đặng Trung Đức,7.4,2.0,7.8,,2.8,,,,
Ninh Bình,00008865,Lư Bảo Ngọc,3.4,4.8,7.4,,,,,,
Lào Cai,00008866,Doãn Hiển Long,8.4,5.6,2.0,,,,,,
Thái Bình,00008867,Phạm Minh Quang,6.4,7.8,8.2,,,,0.4,,
Đồng Nai,00008868,Mạch Hữu Phước,6.2,6.6,7.0,,9.8,,,,
Phú Thọ,00008869,Nhâm Khánh My,4.6,2.4,3.8,,,,,,7.8
Quảng Bình,00008870,Lư Quang Anh,8.0,9.4,2.4,,0.8,,,,
Bắc Ninh,00008871,Trầm Ngọc Sang,9.4,5.6,5.6,9.4,,9.2,,,
Ninh Bình,00008872,Trương Đức Duy,7.6,9.8,6.2,,,,2.4,,
Kon Tum,00008873,Tất Minh Thanh,5.6,8.0,8.4,,,,,,4.6
Tuyên Quang,00008874,Lai Thùy Trang,3.2,4.4,4.0,,,,,,1.6
Tuyên Quang,00008875,Ôn Minh Luân,7.4,5.8,6.8,,,,,,
Tiền Giang,00008876,Chung Xuân Nghi,3.0,9.8,4.8,,,2.4,,,
Hà Nội,00008877,Ngô Minh Nghĩa,9.6,5.8,8.2,,,,,,
Vĩnh Long,00008878,Võ Hương Thảo,5.6,7.8,6.4,,,,,,
Bắc Kạn,00008879,Trình Bảo Nghi,5.6,7.2,6.2,,,,,,
Hà Nam,00008880,Hà Trí Nhân,8.8,7.4,10.0,9.2,,,,,
Long An,00008881,Lục Tuấn Hùng,9.4,4.2,8.6,8.2,,,,,
Cần Thơ,00008882,Lê Mỹ Nhi,5.0,4.4,8.2,,,,,,
Đồng Nai,00008883,Chu Tuyết Sương,9.8,2.8,3.8,1.0,,,,9.0,
Hưng Yên,00008884,Đinh Thành Khang,6.6,7.2,9.8,,,,,,
Bình Định,00008885,Kim Minh Sơn,6.8,4.8,8.4,,,,,,
Yên Bái,00008886,Vũ Đan Thanh,4.4,9.2,3.2,,,,,,
Khánh Hòa,00008887,Tăng An An,6.2,5.2,3.8,8.2,,,,,
Lâm Đồng,00008888,Ngụy Văn Dũng,4.2,4.0,9.4,,,,,,
Bình Thuận,00008889,Trà Văn Hiếu,9.8,4.2,3.2,,,,,,
Khánh Hòa,00008890,Lư Kim Tuyền,7.0,7.6,7.6,,,,7.4,,
Bến Tre,00008891,Đồng Tấn Lợi,8.8,8.2,9.0,,,,,,
